sentiment,text
negative,wonders why her internet connection is soooooo sssslllooowwww. snail slow  hate it  http://plurk.com/p/xmwof
negative,@danielhartman I wanted to play cod4 today but i ended up playing bf2 and l4d for 2 hours because nobody wanted to play with me  poo
negative,@its_ingy @bryantestrada we graduate in 12 days ( and we only have 9 days left of being in high school.. For the rest our livesss  i ...
negative,"Realised I left my phone after setting the alarm at Subway, normally I leave it to pick up the next day but it was my PHONE, mannn "
negative,myucf isn't working 
negative,"Afternoon folks!No tweets from me yesterday due to my excruciatingly painful sunburn  I officially hate the sun,bring back the rainy days!"
negative,Good morning driven w/out my ipod.  so sad. But still a good mornin tryin to mak it bac for wrk gotta pay dat rent
negative,"Has One more week in Afghanistan, then home, for a week,  "
negative,@MyCheMicALmuse I'm revising for my English exam in a week  you?
negative,Summer school at ACC. 
negative,I've burnt all my forehead and its sore!  What would help soothe it?
negative,bye aunty em 
negative,@MsSexay I'm late but it's all good. I'll explain it. I woke up at 5:30 and left at 7. Still gonna be late   I figured it out now tho.
negative,"Last nite in KR, just had good dinner with colleagues in an older part of city. So busy enjoying my food I forgot to take pics "
negative,Can't believe how gorgeous the weather is! Although I just caught a glimpse of myself in a shop window and I needa sort myself out  !
negative,I made the mistake of not getting coffee b4 I came to the rental car place to sort out this fiasco. It's going to be a long flamin' day. 
negative,"Lol, still have two exams...dont know why I keep writing one. I got hit in the face with a ball at oztag "
negative,Air france airbus likely gone down in atlantic 
negative,In school one more lesson left its too hot  lol
negative,"@moramo sorry hun, my web connection is a total mess "
negative,"i just need some sleep, "
negative,Susan Boyle looked pissed off at the BGT finale. 
negative,turn off #google #chrome....take long time 
negative,@hakuru_eve Ch†Ø? mu†Ø?n é?í¯†Øúc nh†ß?n qu?ˇ 
negative,@the_eilan i forgot my dress. 
negative,"Blerg, bout to go run some errands then peace out to the job "
negative,Headin in to work 
negative,"@alviealvie alvie!! season brp? gw br ampe season 3 tengah2 nih, sm season 4 blakang2nya  i want alex karev!"
negative,@chris_alexander you are making me jealous with your sandwich of cheese! i'm off cheese since it is quite a high calorie food 
negative,@sammy1986 it must be in the sea 
negative,@Gregg0 But the ladies weren't lined up after the show like with Emory. 
negative,breakie then school ... i don't want to go 
negative,Hating the thought of hubby being gone for 10 long days 
negative,@ work  fuck i hate mondays
negative,@wmobri: @mpoppel If they had a short then they would have lost some electrics!... so probably no GPS... 
negative,@pvyas the website looks so cluttered  one has to really struggle to find the content.. personal opinion
negative,no one is following me 
negative,"@PamelaGlasner But of course! Unfortunately, what I have to do won't wait. "
negative,"@chicogarcia Oh no. I don't like that, You get sooo hungry!  Good luck!"
negative,@Philbradley For Bing on iPhone try http://tr.im/ibing workaround courtesy @nph and Google cache (FWIW: saw your post on Bing earlier 
negative,@nathanjackson1 maths exam  
negative,@tammichel awww...I'm sorry  did they give you any indication how long it would take for the shots to make you feel better?
negative,is feeling a little sick today!  Hopefully the pill I took will make me feel better!
negative,"@Karen_McDonald their two different games, i've payed for all up to wotlk on my eu acc, to play us i need to buy em all again "
negative,@ameliesoleil I may be being cycnical but wars are rarely about people or morals and more about money and (currently) oil 
negative,shut-down #twhirl 
negative,It's finally the year of the Mindy. http://www.nhc.noaa.gov/aboutnames.shtml Too bad hurricanes are no fun 
negative,Super Sad Note: Plane crashes into Atlantic.. Over 200 people aboard.. Dirt 
negative,"looking for the pc game &quot;winnie the witch&quot;, i have it but it's all dirty and won't work... so wanted lil' dora to play it "
negative,"I'm in love with an Army boy and he's off to basic right now, I miss him "
negative,@StineBramsen OH my god! total gits! must have shook you up  hope your ok xx
negative,Thinking it is too hot.............good for drying washing that I bought back from Orkneys but too hot for anything else 
negative,"@jamiedavinci I got the text last night, I thought it was a bad dream  I hope he's ok"
negative,@wolwol Crashed wol. No one survived 
negative,@stoopidgerl I'm so very sorry to hear about Bianca.  
negative,"the lack of accents in Portuguese words upsets me, am I a bad person?  http://is.gd/Lnyf"
negative,"Ugh. Covered in aloe vera gel, and the sunburn still hurts "
negative,Got a bit sun burned this weekend  But enjoyed every second in the sunshine all the same!
negative,customizing a cv for evening/weekend restaurant work. 
negative,desperately needs one more day of the weekend 
negative,"@tneilen Sounds healthy. I'm rather addicted to eclipse mints ... although, &quot;excess consumption may have a laxative effect&quot;. "
negative,@jaffne  Nope    Guess Google has just made me a bit spoilt!
negative,@ubudroi Tiny URL re-directs to a tiny URL 
negative,"Baby's last night  watching bride wars while the boys (aaron, kyle, dan, and bryan)watch the game"
negative,ppz thinks I got AIDS in my eye 
negative,is dying.....the air conditioning in office has broken 
negative,@daddyclaxton I'd really like to get one but budget is kinda tight. My mom has wii fit at her place but lives hours away 
negative,@Chocbar sounds yum. too bad the only thing i have on that list is honey. 
negative,@holly___x i can't go cos ryan will be bac soon 
negative,@LaurenConrad its true! We couldn't hear parts over here 
negative,"I HATE the direction Codemasters have taken with the new Colin McRae Dirt game. Graphically it looks immense but asides frpom that, meh. "
negative,@frjamieson fiona let me stay off as i was sick last night and this morning D! she thinks it too much sun  &lt;3
negative,its monday.... starting the week... NOOOO 
negative,@CinnamonCloud just to try and keep cool!! didn't sleep much last night! too hot 
negative,@Its_SiAN ahhhh maths  did u think it was hard?
negative,Are the MacBook Pro screens anti glare? I so want to go and work outside 
negative,Nobody can make me happy .  . . .  Its hard week 4me . . . .
negative,@Almarsare I think its just 'plan' fails day 
negative,"Having all 4 wisdom teeth pulled on Thursday, under a general  Got 2 coming through sideways - a dremmel job methinks."
negative,"Its breaking my heart for the ppl..just yesterday I was talkin abt the plane crash I was supposed to be on,but luckily missed the flight "
negative,I broke my broken chair again. That's mean i have to buy a new one this weekend. 
negative,Back to freaking work. Had a blast this weekend. Pretty soon my fav man will be across the country  3 weeks without my best guy friend
negative,And it is stuck in my head 
negative,No more Danny-face.  Damn it being June now.
negative,@DaveJMatthews And I never did get a picture with you  
negative,@Lizzie2510 HAHA nope not me. I'm not that good! I think @DavidArchie died - he hasn't been on twitter in more than 24 hours!  I miss him!
negative,Watching Failure to Launch. Hopefully this will knock me out. I've been up since 430 
negative,@kurreltheraven hehe it's died down now  that was fun
negative,Texts at 730 am. My fav 
negative,isPlayer Has Died! Sorry 
negative,And I am now off to do to DT... 
negative,the new clickbank link my old ones broke   http://tinyurl.com/mcg8g2
negative,@brandon_at_ASG  Saturday was way beyond &quot;OUCH&quot; B!!!  Boom and I struggled through that entire day and I even got sicky.  
negative,On r way home...  
negative,"Despite the fact that I'm bummed about missing E3, I'm actually glad I'm not in LA with this sunburn. It's so hurty. "
negative,"@CocosButter If I wasn't at work, I'd peek in on your Ustream. But I have to play nice unfortunately. "
negative,Cool. Landed in Atlanta early...now only a 2 hour layover  I'll be home soon though!!!
negative,@s0l_uk   that sucks. You must be tired?
negative,I can't wait for new moon ! it's so far away 
negative,My Lil one is sick today  gotta pay the doc a visit later...
negative,@TwilightSagaSLC SOOOOO GOOOD LOVE IT!!!! But many tairs 
negative,damn u spotify... why do u not have more senseless things 
negative,"@nicepaul wow, I didn't realize that. Pretty impressive list of people complaining there. Could be a classic PR lesson for adobe "
negative,This is not a good way to start the week [http://bit.ly/m2WNf] My thoughts go out to all of these families 
negative,Hugs are GREATS ~ unless touch hurts ~ then hugs suck  perspective  what a wonderful thing 
